epoch,train_loss,train_acc,val_acc
1,4.574197769165039,0.0118433041498065,0.09068366885185242
500,1.8858577013015747,0.9995445013046265,1.0
1000,0.7315908670425415,1.0,1.0
1500,0.3416038453578949,1.0,1.0
2000,0.19271701574325562,1.0,1.0
2500,0.12236610800027847,1.0,1.0
3000,0.08354142308235168,1.0,1.0
3500,0.05975300446152687,1.0,1.0
4000,0.04409144073724747,1.0,1.0
4500,0.033243708312511444,1.0,1.0
5000,0.02545037493109703,1.0,1.0
