alpha,last_token_loss,last_token_perplexity
0.0,4.147438227183108,63.27170477138502
0.3,4.14751002539803,63.27624772992887
0.5,4.1476084065693435,63.28247322752772
0.7,4.147848475990468,63.29766723797846
1.0,22.472246249516804,5748738345.561718
