alpha,last_token_loss,last_token_perplexity
0.0,4.147438227183108,63.27170477138502
0.3,4.147544830864256,63.27845012755969
0.5,4.147689551022098,63.28760845753161
0.7,4.148037367880461,63.30962478328128
1.0,22.46027003924052,5680300875.075295
