epoch,train_loss,train_acc,val_acc
1,5.837939739227295,0.02110537514090538,0.07049238681793213
500,0.0005631191888824105,1.0,1.0
1000,0.00024667498655617237,1.0,1.0
1500,0.00014212264795787632,1.0,1.0
2000,9.260847582481802e-05,1.0,1.0
2500,6.46418848191388e-05,1.0,1.0
3000,4.7109922888921574e-05,1.0,1.0
3500,3.534487041179091e-05,1.0,1.0
4000,2.7067948394687846e-05,1.0,1.0
4500,2.104525628965348e-05,1.0,1.0
5000,1.6550999134778976e-05,1.0,1.0
