epoch,train_loss,train_acc,val_acc
1,5.168362617492676,0.016398420557379723,0.10343606024980545
500,0.0005294510629028082,1.0,1.0
1000,0.00023313412384595722,1.0,1.0
1500,0.0001341760071227327,1.0,1.0
2000,8.729284309083596e-05,1.0,1.0
2500,6.083913831389509e-05,1.0,1.0
3000,4.427914973348379e-05,1.0,1.0
3500,3.318448216305114e-05,1.0,1.0
4000,2.538961052778177e-05,1.0,1.0
4500,1.972570680663921e-05,1.0,1.0
5000,1.550253182358574e-05,1.0,1.0
