epoch,train_loss,train_acc,val_acc
1,5.783538341522217,0.0065290010534226894,0.0687212198972702
500,0.0005561747821047902,1.0,1.0
1000,0.00024406827287748456,1.0,1.0
1500,0.0001403979113092646,1.0,1.0
2000,9.136110747931525e-05,1.0,1.0
2500,6.370795017573982e-05,1.0,1.0
3000,4.639396138372831e-05,1.0,1.0
3500,3.478817961877212e-05,1.0,1.0
4000,2.6628013074514456e-05,1.0,1.0
4500,2.0696188585134223e-05,1.0,1.0
5000,1.6270998457912356e-05,1.0,1.0
