alpha,last_token_loss,last_token_perplexity
0.0,4.147438227183108,63.27170477138502
0.3,4.1475278409126135,63.27737503888486
0.5,4.14764838632429,63.28500329587519
0.7,4.147935786047989,63.30319400221348
1.0,20.245996437072755,620475350.7944043
