alpha,last_token_loss,last_token_perplexity
0.0,4.147438227183108,63.27170477138502
0.3,4.147563561251154,63.27963536851283
0.5,4.1477320069907,63.290295451288245
0.7,4.148130812970727,63.31554103330185
1.0,20.36249736467997,697140387.1169798
